row_id,source_system,customer_entity_id,customer_canonical_name,customer_core_name,customer_suffix,customer_tax_id,customer_country,supplier_entity_id,supplier_canonical_name,supplier_core_name,supplier_suffix,supplier_tax_id,supplier_country,relationship_type_norm,last_updated_iso,notes
142,portal_v2,E311,Rhine Packaging Lda.,rhine packaging lda,,928840726,PT,E207,Irongate Logistics B.V.,irongate logistics b v,,511393683B38,NL,packaging,2022-01-26,
143,legacy_manual_import,E222,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E306,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,2677094459,VN,finishing,2023-05-20,
144,portal_v2,E031,Anatolian Yarns Sp. z o.o.,anatolian yarns,sp z o o,0677017673,PL,E014,Alpine Chemicals SARL,alpine chemicals,sarl,663846623328168,MA,finishing,,
145,portal_v2,E326,Silverline Chemicals SAS,silverline chemicals sas,,67254489366,FR,E264,Oakridge Group Sp. z o.o.,oakridge group,sp z o o,8531929520,,finishing,2024-01-01,Pending re-confirmation
146,portal_v1,E328,Silverline eLather S.L.,silverline elather,s l,,ES,E071,BLUEWATER FOUNDRY S.A.,bluewater foundry,s a,36831880C,ES,logistics,2025-09-30,"Data provided via phone, not verified"
147,portal_v2,E388,VANTAGE ALLOYS SARL,vantage allosy,sarl,193008687593586,MA,E390,Vantage Assemblies SAS,vantage assemblies sas,,03191475196,FR,dyeing,2022-07-20,Duplicate of prior quarter submission
148,portal_v2,E167,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E152,Golden Chemicals SAS,golden chemicals sas,,,FR,components,,"Data provided via phone, not verified"
149,portal_v2,E196,Iberian Materials AG,iberian materials,ag,817466807,DE,E096,"Copperfield Foundry Co., Ltd.",copperfield foundry,co ltd,,VN,raw_material,2023-08-28,Fornecedor homologado em 2023
150,portal_v2,E286,Permier Dyeworks A.Ş.,permier dyeworks,a s,6954004320,TR,E233,Millbrook Fibers Pvt. Ltd.,millbrook fibers,pvt ltd,84WSTJK5150A1Z5,IN,raw_material,2023-06-15,
151,legacy_manual_import,E082,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E384,United Machinery Ltd.,united machinery,ltd,286459114,,finishing,2025-05-20,
152,portal_v2,E311,Rhine Packaging Lda.,rhine packaging lda,,928840726,PT,E140,Global Ceramics Sp. z o.o.,global ceramics,sp z o o,531340444,PL,materia_prima,2024-09-21,Contrato renovado según acuerdo marco
153,portal_v2,E262,Oakridge Fasteners Lda.,oakridge fasteners lda,,175750309,PT,E287,PREMIER COATINGS A.Ş.,premier coatings,a s,4752892539,TR,raw_material,2024-12-19,
154,portal_v1,E243,Nordic Materials GmbH,nordic materials,gmbh,502141043,DE,E057,"Atlantic Steel Co., Ldt.",atlantic steel co ldt,,6809149499,VN,components,2024-10-01,
155,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E407,Westport Yarns SAS,westport yarns sas,,,FR,materia_prima,2023-02-24,Pending re-confirmation
156,portal_v2,E377,united chemicals ltd.,united chemicals,ltd,,GB,E026,Anatolian Machinery A.Ş.,anatolian machinery,a s,,TR,raw_material,2022-03-27,
157,portal_v1,E083,continental group sarl,continental group,sarl,,MA,E269,OAKRIDGE PACKAGING SAS,oakridge packaging sas,,69577944501,FR,logistics,2023-08-31,
158,portal_v1,E141,Global Ceramics Sp z oo,global ceramics,sp z oo,,,E241,Nordic Ceramics S.L.,nordic ceramics,s l,28842673D,ES,component,2024-08-30,
159,portal_v1,E376,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E030,ANATOLIAN POLYMERS SARL,anatolian polymers,sarl,413403018954648,MA,materia_prima,2023-12-24,Contrato renovado según acuerdo marco
160,portal_v2,E258,NorthGate Textiles S.A.,northgate textiles,s a,60227680G,ES,E143,Global Electronics S.A.,global electronics,s a,50165258A,ES,components,2024-11-02,
161,portal_v2,E329,SILVERLINE LEATHER S.L.,silverline leather,s l,95639376A,ES,E071,BLUEWATER FOUNDRY S.A.,bluewater foundry,s a,36831880C,ES,materia_prima,2025-02-08,segÃºn acuerdo
162,portal_v1,E124,Danube Components Sp. z o.o.,danube components,sp z oo,8781446242,,E316,RiversideC hemicals S.p.A.,riverside chemicals s p a,,17291807684,IT,raw_material,2024-05-20,Contrato renovado según acuerdo marco
163,portal_v2,E329,SILVERLINE LEATHER S.L.,silverline leather,sl,95639376A,ES,E071,BLUEWATER FOUNDRY S.A.,bluewater foundry,sa,,ES,logistics,2024-04-21,
164,portal_v2,E167,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E329,SILVERLINE LEATHER S.L.,silverline leather,s l,95639376A,ES,raw_material,2025-05-23,
165,portal_v2,E406,Westport Trading A.Ş.,westport trading,a s,9238434939,TR,E176,Horizon Machinery SpA,horizon machinery spa,,93706601345,IT,logistics,2025-07-30,
166,portal_v1,E326,Silverline Chemicals SAS,silvreline chemicals sas,,67254489366,FR,E216,"Lakeside Packaging Co., Ltd.",lakeside packaging,co ltd,6606551693,VN,components,2022-05-08,
167,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E072,Bluewater Industries A.Ş.,bluewater industries,a s,224924184,TR,components,2025-07-28,
168,portal_v2,E062,baltic foundry b.v.,baltic foundry,bv,127387209B07,,E059,Atlantic Trading B.V.,atlantic trading b v,,274449316B37,NL,raw_material,2024-06-06,
169,legacy_manual_import,E368,Sunrise Leather SARL,sunrise leahter,sarl,17861973435,FR,E209,Irongate Steel AG,irongate steel,ag,851882729,DE,component,2022-01-08,
170,portal_v2,E335,(sin nombre),sin nombre,,,,E393,vantage circuits s.p.a.,vantage circuits s p a,,53333151593,IT,raw_material,2024-01-15,
171,portal_v2,E312,Rhine Tooling AG,rhine tooling,ag,535425961,DE,E277,Pacific Coatings Ltd,pacific coatings,ltd,202514640,,raw_material,2025-07-13,
172,portal_v2,E270,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,94HXCVS3375A1Z5,IN,E379,United Eletcronics Lda.,united eletcronics lda,,,PT,raw_material,,
173,legacy_manual_import,E242,Nordic Fibers SAS,nordicf ibers sas,,32114540305,FR,E337,Southbay Electronics SARL,southbay electronics,sarl,346652635766034,MA,raw_material,2022-06-03,
174,legacy_manual_import,E091,Copperfield Dyeworks Pvt. Ltd.,copperfield dyeworks,pvt ltd,56IJOUL3230A1Z5,IN,E018,Alpine Materials Ltd.,alpine materials,ltd,409940422,,finishing,2024-01-12,segÃºn acuerdo
175,portal_v2,E243,Nordic Materials GmbH,nordic materials,gmbh,,DE,E260,Northgate Trading S.A.,northgate trading,s a,,ES,raw_material,,
176,portal_v1,E220,Meridian Fasteners Ltd.,meridian fasteners,ltd,,GB,E031,Anatolian Yarns Sp. z o.o.,anatloian yarns,sp z o o,0677017673,PL,components,2024-05-08,
177,portal_v2,E262,Oakridge Fasteners Lda.,oakridge fasteners lda,,175750309,PT,E184,Horizon Solutions Lda.,horizon solutions lda,,196215509,PT,component,2023-11-03,
178,portal_v2,E376,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E189,Iberian Dyeworsk Inc.,iberian dyeworsk,inc,4972853,US,logistics,2022-04-26,Pending re-confirmation
179,portal_v2,E283,Pacific Metals Inc.,pacific meatls,inc,117347262,US,E291,"Premier Metals Co, Ltd",premier metals,co ltd,NWJ0XPEEVPEXGSBTWU,CN,materia_prima,2022-07-03,Fournisseur validé lors de l'audit 2022
180,portal_v1,E124,Danube Components Sp. z o.o.,danube components,sp z o o,8781446242,,E349,Stonebridge Tooling SARL,stonebridge tooling,sarl,251361799399069,MA,component,2022-06-23,
181,portal_v2,E250,Northgate Machinery Ltd.,northgate machinery,ltd,144982519,GB,E261,OAKRIDGE ASSEMBLIES INC.,oakridge assemblie sinc,,654137672,US,component,2023-11-24,Şirket 2021'de denetlendi
182,portal_v2,E143,Global Electronics S.A.,global electronics,s a,50165258A,ES,E306,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,2955705581,VN,raw_material,2023-04-20,
183,portal_v1,E293,"Prime Electronics Co, Ltd",prime electronics,co ltd,8QMU72MHTLP9NJ96,CN,E017,Alpine Fibers GmbH,alpine fibers,gmbh,,DE,packaging,2023-08-12,
184,portal_v2,E028,Anatolian Metals SARL,anatolian metals,sarl,62182564559,FR,E181,HORIZON SOLUTIONS SP. Z O.O.,horizon solutions,sp z oo,4837332964,,logistics,2022-08-07,Pending re-confirmation
185,portal_v2,E038,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E220,Meridian Fasteners Ltd.,meridian fasteners,ltd,,GB,component,2023-11-25,
186,portal_v2,E107,CORNERSTONE FASTENERS S.A.,cornerstnoe fasteners,s a,20546820H,ES,E268,Oakridge Metals SARL,oakridge metals,sarl,96492088836,FR,materia_prima,2025-09-27,
187,portal_v2,E168,highland weaving a.ş.,highland weaving,a s,8152837670,TR,E179,HORIZON PACKAGING S.A.,horizon packaging,sa,71747066G,ES,materia_prima,2022-10-01,
188,portal_v2,E243,Nordic Materials GmbH,nordic materials,gmbh,502141043,DE,E057,"Atlantic Steel Co., Ldt.",atlantic steel,co ltd,6809149499,VN,raw_material,2025-05-08,
189,portal_v2,E388,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,E299,premier solutions lda.,prmeier solutions lda,,712236852,PT,raw_material,2025-08-08,
190,portal_v2,E138,Global Ceramics Sp. z o.o.,gloabl ceramics,sp z o o,5131340444,PL,E241,Nordic Ceramics S.L.,nordic ceramics,s l,28842673D,ES,raw_material,2022-03-15,Contact information outdated
191,portal_v2,E202,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,E333,Silverline Polymers Sp z oo,silverline polymers,sp z oo,,,subcontracted_labor,2025-02-04,Confirmación pendiente por parte del proveedor
192,portal_v2,E250,Northgate Machinery Ltd.,northgate machinery,ltd,144982519,GB,E120,crestwood metals sarl,crestwood metals,sarl,976694569801375,MA,raw_material,2024-09-23,"Data provided via phone, not verified"
193,portal_v2,E220,Meridian Fasteners Ltd.,meridian fasteners,ltd,,GB,E257,Northgate Stele A.Ş.,northgate stele,a s,56180218,TR,materia_prima,2024-08-04,Fornecedor homologado em 2023
194,portal_v2,E163,highland plastics s.p.a.,highland plastics s p a,,24406348066,IT,E054,atlantic industries b.v.,atlantic industries b v,,,NL,logistics,2022-09-15,Backup supplier - low volume
195,portal_v2,E388,VANTAGE ALLOYS SARL,vantage allosy,sarl,193008687593586,MA,E299,premier solutions lda.,premier solutions lda,,712236852,PT,packaging,,
196,legacy_manual_import,E269,OAKRIDGE PACKAGING SAS,oakridge packaging sas,,69577944501,FR,E228,Meridian Yarns Sp z oo,meridian yarns,sp z o o,8435722373,PL,finishing,2022-11-23,
197,portal_v1,E388,VANTAGE ALLOYS SARL,vantage allosy,sarl,193008687593586,MA,E299,premier solutions lda.,premier solutions lda,,712236852,PT,materia_prima,2025-02-28,Société certifiée ISO 9001
198,portal_v2,E258,NorthGate Textiles S.A.,northgate textiles,s a,,ES,E038,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,materia_prima,2022-09-11,Contact information outdated
199,portal_v2,E022,Alpine Weaving S.L.,alpine weaving,s l,88454746C,ES,E049,Apex Industries A.Ş.,apex industries,a s,6656315572,TR,materia_prima,2023-11-18,
200,legacy_manual_import,E312,Rhine Tooling AG,rhine tooling,ag,535425961,DE,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,packaging,2025-12-02,Duplicate of prior quarter submission
201,portal_v2,E107,CORNERSTONE FASTENERS S.A.,cornerstone fasteners,s a,20546820H,ES,E346,Stonebridge Fasteners Lda.,stonebridge fasteners lda,,485627467,PT,component,2025-05-31,
202,portal_v2,E270,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,94HXCVS3375A1Z5,IN,E205,Irongate Electronics Inc.,irongate electronics,inc,178899452,US,finishing,2022-03-07,
203,legacy_manual_import,E222,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E166,Highland Steel Sp. z o.o.,highland steel,sp z o o,7859126165,PL,raw_material,2024-01-30,
204,portal_v2,E062,baltic foundry b.v.,baltic foundry b v,,127387209B07,NL,E088,Continental Weaving B.V.,continental weaving b v,,346920737B67,NL,raw_material,2023-10-21,Pending re-confirmation
205,legacy_manual_import,E338,southbay electronics s.a.,southbay electronics,s a,78333840D,ES,E047,Apex Coatings Lda,apex coatings lda,,541466438,PT,packaging,2025-01-01,Backup supplier - low volume
206,portal_v2,E376,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E189,Iberian Dyeworsk Inc.,iberian dyeworsk,inc,,US,packaging,2022-11-07,
207,portal_v1,E164,highland plastics s.p.a.,highland plastics s p a,,,,E300,Redstone Chemicals Lda.,redstone chemicals lda,,253396557,PT,packaging,2024-08-22,
208,legacy_manual_import,E311,Rhine Packaging Lda.,rhine packaging lda,,928840726,PT,E357,Summit Materials Inc.,summit materials,inc,919170792,US,packaging,2025-01-01,
209,legacy_manual_import,E329,SILVERLINE LEATHER S.L.,silverline leather,s l,,ES,E071,BLUEWATER FOUNDRY S.A.,bluewater foundry,s a,36831880C,ES,raw_material,2023-11-20,Şirket 2021'de denetlendi
210,legacy_manual_import,E062,baltic foundry b.v.,baltic foundry,bv,127387209B07,NL,E059,Atlantic Trading B.V.,atlantic trading b v,,274449316B37,NL,components,2023-09-22,Backup supplier - low volume
211,legacy_manual_import,E163,highland plastics s.p.a.,highland plastics s p a,,24406348066,IT,E054,atlantic industries b.v.,atlantic industries b v,,,NL,dyeing,2022-06-20,
212,portal_v1,E045,Apex Circuits SpA,apex circuits s p a,,59296256706,IT,E354,Summit Industries SAS,summit industries sas,,50014475805,FR,finishing,2022-08-13,
213,legacy_manual_import,E171,Horizon Alloys SARL,horizon alloys,sarl,38866192115924,MA,E273,OAKRIDGE TEXTILES B.V.,oakridge textiles b v,,886154196B97,,subcontracted_labor,2025-04-01,
214,portal_v2,E398,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E105,Cornerstone Assemblies S.L.,cornerstone assemblise,s l,19687479E,ES,materia_prima,2022-10-15,Backup supplier - low volume
215,legacy_manual_import,E282,pacific machinery lda.,pacific machinery lda,,,PT,E359,SUMMIT METALS GMBH,summit metals,gmbh,,,subcontracted_labor,2022-11-19,Contact information outdated
216,portal_v1,E356,"Summit Machinery Co., Ltd.",summit machinery,co ltd,9402555543,VN,E313,RIVERSIDE FASTENERS S.L.,riverside fasteners,s l,,ES,finishing,,Société certifiée ISO 9001
217,portal_v2,E031,Anatolian Yarns Sp. z o.o.,anatloian yarns,sp z o o,0677017673,,E014,Alpine Chemicals SARL,alpine chemicals,sarl,663846623328168,MA,dyeing,2023-10-06,Contact information outdated
218,portal_v1,E269,OAKRIDGE PACKAGING SAS,oakirdge packaging sas,,69577944501,FR,E228,Meridian Yarns Sp z oo,meridian yarns,sp z o o,8435722373,PL,packaging,2023-04-13,
219,portal_v2,E342,Southbay Logistics S.r.l.,southbay logistics srl,,40684690723,,E153,"Golden Packaging Co., Ltd.",golden packaging,co ltd,YMG5T5QGXJM11UYNRE,CN,raw_material,2023-09-05,Pending re-confirmation
220,legacy_manual_import,E107,CORNERSTONE FASTENERS S.A.,cornerstnoe fasteners,s a,20546820H,ES,E346,Stonebridge Fasteners Lda.,stonebridge fasteners lda,,485627467,PT,subcontracted_labor,2025-08-31,Fornecedor homologado em 2023
221,portal_v2,E289,Premier Dyeworks A.Ş.,premier dyeworks,a s,6954004320,TR,E113,Crestwodo Chemicals S.p.A.,crestwodo chemicals s p a,,41098499897,,raw_material,2025-08-24,
222,portal_v2,E321,Royal Machinery Inc.,royal machinery,inc,,US,E307,Rhine Assemblies Inc,rhine assemblies,inc,7759986,US,raw_material,2022-12-31,
223,legacy_manual_import,E045,Apex Circuits SpA,apex circuits s pa,,,IT,E354,Summit Industries SAS,summit industries sas,,50014475805,FR,raw_material,2025-06-05,Confirmación pendiente por parte del proveedor
224,portal_v2,E186,Horizon yDeworks A.Ş.,horizon ydeworks,a s,5797626609,TR,E036,Andean Components Lda.,andean components lda,,761747749,PT,subcontracted_labor,2024-08-29,
225,portal_v2,E337,Southbay Electronics SARL,southbay electronics,sarl,346652635766034,MA,E398,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,component,2024-06-30,
226,legacy_manual_import,E250,Northgate Machinery Ltd.,northgate machinery,ltd,144982519,GB,E103,Cornerstone Alloys B.V.,cornerstone alloys b v,,683629854B33,NL,materia_prima,2022-04-14,Contrato renovado según acuerdo marco
227,portal_v1,E338,southbay electronics s.a.,southbay electronics,s a,78333840D,ES,E002,###,,,,PT,subcontracted_labor,2022-03-24,
228,portal_v2,E037,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E396,Vantage Textiles S.A.,vantage textiles,s a,30633873E,ES,logistics,2023-11-19,Contact information outdated
229,portal_v2,E163,highland plastics s.p.a.,highland plastics spa,,24406348066,,E300,Redstone Chemicals Lda.,redstone chemiacls lda,,253396557,PT,components,2022-01-23,
230,portal_v1,E326,Silverline Chemicals SAS,silverline chemicals sas,,67254489366,FR,E263,Oakridge Group Sp. z o.o.,oakridge group,sp z o o,,,subcontracted_labor,2022-07-26,
231,legacy_manual_import,E312,Rhine Tooling AG,rhine tooling,ag,535425961,,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,raw_material,2022-07-13,
232,portal_v2,E356,"Summit Machinery Co., Ltd.",summit machinery co tld,,9402555543,VN,E313,RIVERSIDE FASTENERS S.L.,riverside fasteners,s l,59379346C,ES,packaging,,Contact information outdated
233,portal_v2,E024,AlpineP lastics A.Ş.,alpinep lastics,a s,83495249,TR,E091,Copperfield Dyeworks Pvt. Ltd.,copperfield dyeworks,pvt ltd,56IJOUL3230A1Z5,IN,raw_material,2023-09-03,Backup supplier - low volume
234,portal_v2,E248,Northgate Circuits Ltd.,northgate circuits,ltd,715429489,GB,E199,Iberian Plastics S.L.,iberian plastics,s l,85181933E,ES,dyeing,2023-12-27,Contact information outdated
235,legacy_manual_import,E258,NorthGate Textiles S.A.,notrhgate textiles,s a,60227680G,ES,E038,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,packaging,2023-11-18,Duplicate of prior quarter submission
236,portal_v2,E332,Silverline Materials SAS,silverline materials sas,,1876960869,FR,E095,Copperfield Fibers Lda.,copperfield fibers lda,,151483512,PT,finishing,2022-05-11,Pending re-confirmation
237,portal_v1,E393,vantage circuits s.p.a.,vantage circuits spa,,53333151593,IT,E235,Millbrook Polymers B.V.,millbrook polymers b v,,353205082B84,NL,raw_material,2023-01-27,Contact information outdated
238,portal_v2,E312,Rhine Tooling AG,rhine tooling,ag,535425961,DE,E330,"Silverline Leather Co., Ltd.",silverline leather,co ltd,MGS37PAKGJERBP9846,CN,materia_prima,2023-02-21,
239,portal_v2,E158,Highland Components SAS,highland components sas,,34285656538,FR,E246,Northgat eAssemblies Inc.,northgate assemblies,inc,553358029,US,raw_material,2023-10-19,
240,portal_v1,E248,Northgate Circuits Ltd.,northgate circuist,ltd,715429489,GB,E271,"Oakridge Polymers Co., Ltd.",oakrideg polymers,co ltd,,CN,packaging,2022-08-31,Fournisseur validé lors de l'audit 2022
241,legacy_manual_import,E262,Oakridge Fasteners Lda.,oakridge fasteners lda,,175750309,PT,E406,Westport Trading A.Ş.,westport trading,a s,9238434939,TR,subcontracted_labor,2024-04-14,
242,portal_v2,E311,Rhine Packaging Lda.,rhine packaging lda,,928840726,PT,E130,eastfield alloys gmbh,eastfield alloys,gmbh,413376973,DE,materia_prima,2023-07-20,Confirmación pendiente por parte del proveedor
243,portal_v2,E270,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,94HXCVS3375A1Z5,IN,E369,Sunrise Plastics SARL,sunrise plastics,sarl,891377623634474,MA,subcontracted_labor,2023-09-21,
244,portal_v2,E282,pacific machinery lda.,pacific machniery lda,,721441525,PT,E108,cornerstone foundry s.r.l.,cornerstone foundry s r l,,91202848475,IT,raw_material,2023-11-10,
245,portal_v1,E202,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,E042,"ANDEAN STEEL CO., LTD.",andean steel,co ltd,12TKN77WAW76RRRX,CN,packaging,2025-05-29,
246,portal_v2,E312,Rhine Tooling AG,rhine tooling,ag,535425961,DE,E062,baltic foundry b.v.,baltic foundry b v,,127387209B07,,logistics,2022-02-12,Pending re-confirmation
